InvoiceID,CustomerID,TransactionDate,TotalAmount,PaymentMethod,CashierID
INV00371,CUST00444,2024-05-21 19:44:00,5254.78,Cash,CASH04
INV00372,CUST01260,2024-03-28 12:29:00,1743.64,Cash,CASH04
INV00373,CUST01967,2024-06-11 11:44:00,3022.49,Card,CASH01
INV00374,CUST03654,2024-05-25 16:24:00,7782.65,UPI,CASH05
INV00375,CUST00692,2024-02-26 16:58:00,4244.23,UPI,CASH07
INV00376,CUST02861,2024-04-25 11:37:00,5862.81,Cash,CASH03
INV00377,CUST00972,2024-04-24 19:39:00,4369.36,UPI,CASH07
INV00378,CUST02955,2024-06-22 10:54:00,1858.76,Cash,CASH02
INV00379,CUST03882,2024-05-01 14:46:00,1539.75,Cash,CASH08
INV00380,CUST00697,2024-04-22 11:47:00,5898.41,Cash,CASH03
INV00381,CUST02799,2024-01-16 14:02:00,4713.72,Cash,CASH04
INV00382,CUST03823,2024-05-10 13:18:00,5410.61,Card,CASH05
INV00383,CUST01477,2024-05-26 16:52:00,7508.5,Cash,CASH03
INV00384,CUST01332,2024-03-07 16:31:00,444.48,Card,CASH06
INV00385,CUST00833,2024-06-04 16:03:00,6678.91,Card,CASH08
INV00386,CUST03692,2024-05-12 20:01:00,3799.12,Cash,CASH04
INV00387,CUST00068,2024-01-31 19:25:00,4618.69,Card,CASH08
INV00388,CUST03549,2024-05-31 12:47:00,1579.11,Card,CASH05
INV00389,CUST03213,2024-04-15 19:12:00,3830.81,UPI,CASH08
INV00390,CUST01680,2024-04-13 17:06:00,4687.18,Cash,CASH02
INV00391,CUST03682,2024-01-16 21:33:00,5948.66,UPI,CASH02
INV00392,CUST02377,2024-06-22 09:25:00,4142.56,UPI,CASH05
INV00393,CUST00391,2024-04-05 21:54:00,2599.13,UPI,CASH05
INV00394,CUST03757,2024-05-19 18:03:00,7189.32,UPI,CASH04
INV00395,CUST03575,2024-05-01 15:52:00,5764.24,UPI,CASH05
INV00396,CUST01819,2024-01-05 22:22:00,1479.44,Card,CASH05
INV00397,CUST00109,2024-05-21 21:14:00,4863.24,UPI,CASH07
INV00398,CUST00219,2024-05-15 14:48:00,1255.71,Cash,CASH04
INV00399,CUST02022,2024-04-03 09:20:00,4476.61,UPI,CASH03
INV00400,CUST00034,2024-02-15 22:01:00,6495.81,Cash,CASH08
INV00401,CUST02704,2024-01-19 11:39:00,6391.6,Card,CASH02
INV00402,CUST03514,2024-02-06 21:28:00,1784.06,UPI,CASH05
INV00403,CUST00921,2024-03-13 20:47:00,1562.4,UPI,CASH06
INV00404,CUST01470,2024-04-16 15:41:00,3315.91,Cash,CASH06
INV00405,CUST01247,2024-01-18 21:02:00,1717.98,Cash,CASH02
INV00406,CUST02822,2024-01-04 08:10:00,8254.81,Cash,CASH05
INV00407,CUST03657,2024-05-19 16:11:00,5317.97,Cash,CASH05
INV00408,CUST01365,2024-06-20 14:32:00,12941.8,UPI,CASH03
INV00409,CUST00827,2024-02-25 08:20:00,1082.08,UPI,CASH01
INV00410,CUST02988,2024-05-06 16:21:00,3883.19,Card,CASH08
INV00411,CUST03644,2024-06-18 21:32:00,2368.95,Cash,CASH01
INV00412,CUST03908,2024-06-19 14:17:00,10771.14,Cash,CASH05
INV00413,CUST02272,2024-01-18 18:13:00,7607.6,UPI,CASH04
INV00414,CUST02466,2024-04-27 14:47:00,3733.31,Card,CASH08
INV00415,CUST03163,2024-02-22 20:55:00,5188.42,Cash,CASH07
INV00416,CUST01609,2024-01-04 08:29:00,1959.95,Cash,CASH04
INV00417,CUST00112,2024-04-09 12:35:00,1224.12,Card,CASH05
INV00418,CUST02388,2024-01-23 15:48:00,1000.35,Cash,CASH03
INV00419,CUST03919,2024-01-16 21:05:00,3109.61,Card,CASH01
INV00420,CUST03293,2024-06-08 22:05:00,4084.15,Cash,CASH07
INV00421,CUST00156,2024-03-01 09:15:00,3059.0,Cash,CASH05
INV00422,CUST00837,2024-03-10 10:04:00,1347.34,UPI,CASH04
INV00423,CUST01653,2024-02-28 20:33:00,552.3,UPI,CASH05
INV00424,CUST02094,2024-02-04 14:05:00,5826.29,Cash,CASH01
INV00425,CUST02504,2024-01-10 22:28:00,9291.3,UPI,CASH03
INV00426,CUST03472,2024-02-25 11:39:00,4877.95,Cash,CASH08
INV00427,CUST01230,2024-04-19 21:48:00,2178.66,Card,CASH06
INV00428,CUST00229,2024-03-15 17:59:00,4923.85,UPI,CASH07
INV00429,CUST02008,2024-05-15 21:26:00,6432.85,Cash,CASH06
INV00430,CUST00163,2024-06-20 12:48:00,7175.62,Cash,CASH04
INV00431,CUST02943,2024-03-16 20:14:00,465.17,Cash,CASH02
INV00432,CUST01757,2024-03-11 09:29:00,3850.75,Cash,CASH06
INV00433,CUST00065,2024-05-06 17:48:00,3031.2,Cash,CASH05
INV00434,CUST03511,2024-06-19 22:52:00,1769.15,UPI,CASH08
INV00435,CUST00180,2024-05-28 08:47:00,1372.0,Cash,CASH03
INV00436,CUST01194,2024-01-15 15:33:00,14076.59,Card,CASH03
INV00437,CUST01415,2024-02-29 16:10:00,10391.96,Cash,CASH04
INV00438,CUST02639,2024-01-03 09:01:00,3789.82,Card,CASH03
INV00439,CUST01828,2024-02-24 21:54:00,1769.39,Cash,CASH06
INV00440,CUST00658,2024-06-18 13:20:00,6414.97,Cash,CASH03
INV00441,CUST03270,2024-04-14 15:21:00,4698.15,Card,CASH04
INV00442,CUST01723,2024-04-15 20:39:00,2744.68,Card,CASH01
INV00443,CUST01820,2024-04-16 22:23:00,4603.72,Cash,CASH06
INV00444,CUST02740,2024-01-25 08:35:00,9101.58,UPI,CASH03
INV00445,CUST01486,2024-05-15 14:04:00,7337.77,Card,CASH07
INV00446,CUST03666,2024-06-03 22:59:00,1989.07,Cash,CASH04
INV00447,CUST01247,2024-05-15 17:41:00,4116.33,Card,CASH05
INV00448,CUST01290,2024-02-12 14:13:00,6282.36,Cash,CASH05
INV00449,CUST01001,2024-03-15 13:01:00,3433.2,UPI,CASH03
INV00450,CUST01338,2024-02-15 08:10:00,1613.4,Cash,CASH03
INV00451,CUST01506,2024-01-01 21:24:00,2659.92,Card,CASH04
INV00452,CUST01839,2024-02-09 21:58:00,37.15,Cash,CASH02
INV00453,CUST02583,2024-04-29 12:23:00,5639.7,Cash,CASH05
INV00454,CUST03104,2024-06-07 22:01:00,247.44,Cash,CASH01
INV00455,CUST01766,2024-06-15 11:29:00,2158.78,Card,CASH08
INV00456,CUST03240,2024-01-15 15:55:00,555.86,Card,CASH03
INV00457,CUST03759,2024-03-12 08:25:00,5233.54,Cash,CASH02
INV00458,CUST02637,2024-05-25 22:39:00,2563.6,UPI,CASH04
INV00459,CUST00385,2024-01-26 22:35:00,2944.01,Cash,CASH03
INV00460,CUST00813,2024-03-08 16:00:00,6030.49,Cash,CASH03
INV00461,CUST01690,2024-01-15 15:13:00,3033.61,Cash,CASH05
INV00462,CUST03218,2024-04-09 15:11:00,546.8,Cash,CASH08
INV00463,CUST00849,2024-04-08 13:13:00,4506.91,Cash,CASH04
INV00464,CUST01858,2024-05-05 20:49:00,6448.16,UPI,CASH04
INV00465,CUST02953,2024-03-14 21:53:00,3564.58,Cash,CASH04
INV00466,CUST03563,2024-01-16 12:42:00,5139.67,Cash,CASH04
INV00467,CUST03930,2024-03-26 16:54:00,1768.14,Card,CASH01
INV00468,CUST02068,2024-01-09 14:32:00,1113.92,Cash,CASH06
INV00469,CUST01399,2024-02-09 08:30:00,5318.8,Card,CASH04
INV00470,CUST02435,2024-04-22 10:17:00,1900.85,Cash,CASH05
INV00471,CUST00359,2024-02-07 09:43:00,2448.56,Cash,CASH05
INV00472,CUST03232,2024-02-19 19:13:00,4408.15,Cash,CASH02
INV00473,CUST00092,2024-04-06 13:06:00,2674.69,Cash,CASH04
INV00474,CUST01843,2024-05-14 09:44:00,4502.77,Cash,CASH05
INV00475,CUST01729,2024-03-18 13:46:00,6797.78,UPI,CASH08
INV00476,CUST02755,2024-04-17 22:14:00,7942.03,UPI,CASH08
INV00477,CUST03026,2024-06-11 12:02:00,3597.81,Card,CASH02
INV00478,CUST01731,2024-04-01 11:14:00,5655.99,Cash,CASH03
INV00479,CUST01273,2024-04-29 15:42:00,156.66,Cash,CASH01
INV00480,CUST01279,2024-04-21 20:18:00,5113.73,Cash,CASH06
INV00481,CUST02021,2024-03-29 13:28:00,2890.05,UPI,CASH07
INV00482,CUST03119,2024-05-21 17:05:00,857.0,Card,CASH05
INV00483,CUST02664,2024-05-05 17:54:00,4854.11,Cash,CASH02
INV00484,CUST00609,2024-05-08 16:38:00,1746.78,Card,CASH01
INV00485,CUST02020,2024-06-29 18:54:00,655.79,UPI,CASH04
INV00486,CUST03091,2024-05-24 18:52:00,7853.6,Cash,CASH01
INV00487,CUST00907,2024-01-12 12:35:00,3781.74,Card,CASH06
INV00488,CUST01366,2024-05-02 14:44:00,417.06,Cash,CASH01
INV00489,CUST01060,2024-01-20 19:35:00,4874.22,Cash,CASH01
INV00490,CUST00507,2024-04-03 21:43:00,8775.77,Cash,CASH06
INV00491,CUST00111,2024-03-06 12:55:00,5235.96,Card,CASH07
INV00492,CUST00020,2024-03-13 22:20:00,9267.98,Cash,CASH07
INV00493,CUST01914,2024-03-05 14:30:00,2435.64,Card,CASH02
INV00494,CUST00846,2024-03-17 19:16:00,3516.31,Cash,CASH08
INV00495,CUST03050,2024-02-16 20:30:00,2064.8,UPI,CASH01
INV00496,CUST02855,2024-02-17 19:57:00,9726.33,Card,CASH08
INV00497,CUST00711,2024-01-11 19:36:00,8354.33,Cash,CASH04
INV00498,CUST02629,2024-05-27 10:07:00,4512.86,UPI,CASH01
INV00499,CUST00116,2024-02-01 10:54:00,6661.82,Cash,CASH03
INV00500,CUST03091,2024-05-09 22:46:00,6824.18,UPI,CASH06
INV00501,CUST00132,2024-04-17 10:55:00,3375.74,Card,CASH03
INV00502,CUST03707,2024-01-09 10:16:00,2917.15,Cash,CASH05
INV00503,CUST03708,2024-05-03 13:25:00,2827.78,Cash,CASH02
INV00504,CUST03477,2024-04-05 12:03:00,5476.49,UPI,CASH07
INV00505,CUST01244,2024-03-13 13:00:00,420.54,Card,CASH06
INV00506,CUST03065,2024-04-20 17:23:00,5389.01,Cash,CASH05
INV00507,CUST03607,2024-02-23 11:53:00,514.0,Cash,CASH05
INV00508,CUST00921,2024-04-10 21:25:00,956.47,UPI,CASH01
INV00509,CUST02094,2024-03-18 11:17:00,4320.36,Card,CASH05
INV00510,CUST03783,2024-03-15 22:06:00,7172.53,UPI,CASH05
INV00511,CUST01090,2024-06-08 13:36:00,214.03,UPI,CASH03
INV00512,CUST01454,2024-06-19 13:08:00,818.44,UPI,CASH04
INV00513,CUST01817,2024-04-12 15:28:00,3677.24,Card,CASH01
INV00514,CUST01618,2024-06-15 22:03:00,3262.37,Card,CASH01
INV00515,CUST01535,2024-02-13 19:25:00,11255.66,Cash,CASH06
INV00516,CUST03498,2024-05-06 11:43:00,8269.0,Cash,CASH01
INV00517,CUST01319,2024-02-01 15:52:00,2338.91,Card,CASH05
INV00518,CUST03325,2024-03-29 17:48:00,3692.4,Card,CASH02
INV00519,CUST03864,2024-06-22 12:14:00,7416.46,Cash,CASH07
INV00520,CUST02396,2024-03-02 09:04:00,3048.95,Cash,CASH04
INV00521,CUST02100,2024-02-17 16:10:00,5411.54,Cash,CASH01
INV00522,CUST03896,2024-01-22 21:24:00,6407.94,Card,CASH06
INV00523,CUST02105,2024-03-08 19:56:00,5256.47,Cash,CASH08
INV00524,CUST01903,2024-06-07 17:22:00,9263.58,Card,CASH04
INV00525,CUST02330,2024-04-29 22:15:00,4242.12,UPI,CASH08
INV00526,CUST00131,2024-06-28 12:51:00,4299.94,Card,CASH01
INV00527,CUST01960,2024-05-22 20:08:00,9741.11,UPI,CASH02
INV00528,CUST01337,2024-06-14 18:29:00,905.24,Cash,CASH05
INV00529,CUST00162,2024-06-02 14:25:00,3900.09,Card,CASH01
INV00530,CUST02661,2024-01-31 16:08:00,8721.32,Card,CASH02
INV00531,CUST02898,2024-01-17 13:10:00,2108.87,UPI,CASH04
INV00532,CUST03664,2024-05-12 16:51:00,3248.08,UPI,CASH07
INV00533,CUST01994,2024-03-09 13:17:00,3485.59,Card,CASH01
INV00534,CUST03941,2024-06-19 15:06:00,10516.26,UPI,CASH05
INV00535,CUST03882,2024-06-19 17:36:00,3569.1,Cash,CASH03
INV00536,CUST00066,2024-06-20 12:45:00,8023.68,UPI,CASH08
INV00537,CUST03558,2024-03-11 12:03:00,1099.6,UPI,CASH05
INV00538,CUST01640,2024-05-28 13:02:00,1128.73,Card,CASH05
INV00539,CUST01576,2024-05-27 19:37:00,3883.81,Cash,CASH07
INV00540,CUST02119,2024-01-03 20:15:00,5289.2,Card,CASH06
INV00541,CUST00439,2024-02-02 17:45:00,8921.46,Cash,CASH04
INV00542,CUST00032,2024-05-19 14:24:00,309.84,Cash,CASH01
INV00543,CUST01251,2024-04-22 21:51:00,10374.49,Card,CASH02
INV00544,CUST03286,2024-05-29 12:06:00,4789.28,Card,CASH04
INV00545,CUST02570,2024-05-26 18:51:00,589.21,Cash,CASH01
INV00546,CUST03779,2024-01-10 14:20:00,2343.57,Card,CASH02
INV00547,CUST00726,2024-06-24 17:18:00,5104.89,UPI,CASH03
INV00548,CUST00540,2024-02-19 11:52:00,425.34,UPI,CASH02
INV00549,CUST03841,2024-04-15 19:24:00,3916.17,Cash,CASH01
INV00550,CUST03798,2024-04-15 11:07:00,2504.98,Cash,CASH06
INV00551,CUST03607,2024-02-05 21:04:00,6323.46,Card,CASH01
INV00552,CUST00345,2024-02-06 10:47:00,4764.1,UPI,CASH01
INV00553,CUST00954,2024-04-23 11:03:00,5027.27,Cash,CASH08
INV00554,CUST01249,2024-06-14 22:05:00,1958.38,Cash,CASH08
INV00555,CUST00425,2024-01-18 10:40:00,2411.39,UPI,CASH05
INV00556,CUST00563,2024-02-02 16:22:00,4186.44,Cash,CASH08
INV00557,CUST01014,2024-03-20 10:31:00,723.41,Cash,CASH06
INV00558,CUST01743,2024-01-17 18:53:00,1173.28,Cash,CASH07
INV00559,CUST03818,2024-02-10 19:28:00,4828.82,UPI,CASH02
INV00560,CUST00912,2024-04-19 13:37:00,4322.48,Cash,CASH05
INV00561,CUST00543,2024-04-04 08:12:00,10295.84,UPI,CASH03
INV00562,CUST01849,2024-05-19 16:31:00,1077.21,UPI,CASH05
INV00563,CUST00239,2024-04-15 13:05:00,1814.24,Card,CASH07
INV00564,CUST02879,2024-03-31 17:51:00,4600.64,Cash,CASH05
INV00565,CUST03956,2024-02-23 09:09:00,3781.36,Cash,CASH02
INV00566,CUST02973,2024-03-22 08:59:00,4209.65,Cash,CASH05
INV00567,CUST03941,2024-05-06 11:13:00,112.61,Card,CASH05
INV00568,CUST00920,2024-03-17 09:45:00,2401.58,Cash,CASH04
INV00569,CUST02374,2024-03-22 13:20:00,6359.18,Card,CASH02
INV00570,CUST01783,2024-05-23 12:59:00,2476.05,Cash,CASH06
INV00571,CUST01210,2024-02-01 10:09:00,6081.08,Cash,CASH06
INV00572,CUST00057,2024-01-30 11:34:00,5604.36,Cash,CASH03
INV00573,CUST02335,2024-04-03 11:53:00,5930.56,Cash,CASH03
INV00574,CUST01011,2024-04-12 18:56:00,2037.85,Card,CASH03
INV00575,CUST00093,2024-03-12 09:38:00,8683.61,UPI,CASH07
INV00576,CUST01117,2024-03-26 08:30:00,6407.63,Card,CASH06
INV00577,CUST02877,2024-06-02 14:00:00,5595.9,Cash,CASH02
INV00578,CUST01121,2024-04-03 10:11:00,7848.09,Cash,CASH02
INV00579,CUST03110,2024-02-03 22:47:00,357.38,Card,CASH07
INV00580,CUST01805,2024-03-15 13:46:00,6755.66,Cash,CASH05
INV00581,CUST01223,2024-05-02 10:48:00,759.84,Cash,CASH08
INV00582,CUST02518,2024-05-17 19:31:00,1015.65,Cash,CASH02
INV00583,CUST03659,2024-04-22 20:44:00,9199.71,Cash,CASH01
INV00584,CUST00891,2024-03-05 13:28:00,787.31,Cash,CASH01
INV00585,CUST03174,2024-05-20 20:17:00,1973.24,UPI,CASH08
INV00586,CUST03036,2024-06-08 16:25:00,5463.4,UPI,CASH02
INV00587,CUST03038,2024-03-15 18:15:00,2172.69,Cash,CASH08
INV00588,CUST00863,2024-05-13 19:25:00,2949.75,Cash,CASH01
INV00589,CUST01996,2024-06-21 12:53:00,4410.73,Cash,CASH08
INV00590,CUST00924,2024-03-26 22:37:00,3410.89,Cash,CASH02
INV00591,CUST02794,2024-05-21 20:30:00,5629.85,Card,CASH03
INV00592,CUST03400,2024-05-08 22:32:00,1906.11,Card,CASH07
INV00593,CUST01223,2024-01-03 11:20:00,9837.53,Cash,CASH05
INV00594,CUST01260,2024-04-21 17:12:00,4939.21,Cash,CASH08
INV00595,CUST02253,2024-02-24 12:18:00,5314.51,UPI,CASH07
INV00596,CUST03270,2024-04-03 10:51:00,6348.39,UPI,CASH03
INV00597,CUST00857,2024-01-10 11:43:00,5695.59,Cash,CASH03
INV00598,CUST00933,2024-06-14 22:16:00,4327.08,Cash,CASH07
INV00599,CUST00612,2024-06-26 11:48:00,1158.48,Cash,CASH08
INV00600,CUST03225,2024-03-06 13:16:00,2071.62,Card,CASH08
INV00601,CUST02044,2024-04-16 09:38:00,3572.98,Cash,CASH08
INV00602,CUST01795,2024-03-26 19:39:00,1858.32,UPI,CASH07
INV00603,CUST00672,2024-03-11 10:14:00,4547.55,Cash,CASH03
INV00604,CUST03732,2024-06-18 18:03:00,3630.74,UPI,CASH01
INV00605,CUST03673,2024-02-20 14:26:00,3595.5,Cash,CASH05
INV00606,CUST00833,2024-01-20 17:59:00,1253.64,Card,CASH02
INV00607,CUST01637,2024-03-31 10:14:00,975.77,UPI,CASH08
INV00608,CUST01456,2024-05-12 21:39:00,5089.71,Cash,CASH02
INV00609,CUST02398,2024-03-23 14:34:00,1247.79,Card,CASH03
INV00610,CUST01666,2024-05-31 09:31:00,783.2,UPI,CASH04
INV00611,CUST00937,2024-01-23 13:20:00,268.57,UPI,CASH04
INV00612,CUST01215,2024-04-25 15:48:00,1909.31,Card,CASH01
INV00613,CUST01150,2024-02-18 13:49:00,2410.13,Cash,CASH01
INV00614,CUST00441,2024-06-03 18:13:00,5876.83,Cash,CASH08
INV00615,CUST01647,2024-06-04 17:09:00,4726.44,UPI,CASH07
INV00616,CUST00514,2024-05-13 14:23:00,8739.8,UPI,CASH06
INV00617,CUST00081,2024-04-28 15:14:00,2665.23,Cash,CASH04
INV00618,CUST01147,2024-01-12 14:45:00,1139.78,Card,CASH02
INV00619,CUST01130,2024-01-21 08:29:00,2335.71,Cash,CASH05
INV00620,CUST01999,2024-01-28 08:24:00,9561.52,Card,CASH04
INV00621,CUST02490,2024-02-17 09:29:00,7482.89,Card,CASH05
INV00622,CUST02420,2024-01-01 09:52:00,7335.58,Cash,CASH03
INV00623,CUST03520,2024-01-27 16:20:00,235.02,Cash,CASH02
INV00624,CUST01601,2024-03-26 15:27:00,1245.2,UPI,CASH04
INV00625,CUST03096,2024-03-30 18:40:00,5154.88,Card,CASH02
INV00626,CUST02254,2024-02-15 08:27:00,443.4,Card,CASH03
INV00627,CUST03094,2024-04-15 19:08:00,5284.19,Card,CASH02
INV00628,CUST03074,2024-05-22 10:33:00,4480.19,Cash,CASH06
INV00629,CUST01873,2024-04-11 17:23:00,3745.88,Cash,CASH01
INV00630,CUST02702,2024-06-18 08:34:00,4208.63,Cash,CASH05
INV00631,CUST03511,2024-01-18 09:37:00,1493.16,Cash,CASH04
INV00632,CUST03581,2024-02-24 19:37:00,11434.8,Cash,CASH05
INV00633,CUST03526,2024-03-06 19:48:00,2971.42,Cash,CASH03
INV00634,CUST03651,2024-06-29 17:08:00,2967.69,Cash,CASH01
INV00635,CUST03132,2024-04-25 19:21:00,6213.54,UPI,CASH05
INV00636,CUST00552,2024-05-22 21:39:00,1700.43,UPI,CASH01
INV00637,CUST02098,2024-01-27 11:30:00,5499.26,Cash,CASH05
INV00638,CUST00388,2024-02-13 11:45:00,1350.15,Cash,CASH07
INV00639,CUST01526,2024-05-30 22:24:00,7235.37,Card,CASH04
INV00640,CUST02449,2024-02-24 16:02:00,2983.05,UPI,CASH02
INV00641,CUST03756,2024-03-27 21:28:00,3349.37,Cash,CASH07
INV00642,CUST01396,2024-03-23 22:51:00,821.45,Cash,CASH04
INV00643,CUST00453,2024-05-15 11:58:00,2333.9,Cash,CASH02
INV00644,CUST02807,2024-02-14 18:01:00,865.5,Card,CASH06
INV00645,CUST00746,2024-01-12 19:45:00,3767.73,UPI,CASH01
INV00646,CUST00555,2024-02-20 21:46:00,12527.76,Cash,CASH01
INV00647,CUST02977,2024-06-18 18:06:00,8089.04,Cash,CASH04
INV00648,CUST03673,2024-06-28 11:32:00,481.77,Cash,CASH08
INV00649,CUST01289,2024-04-22 14:03:00,5006.6,UPI,CASH08
INV00650,CUST03970,2024-01-04 13:31:00,3330.24,Card,CASH05
INV00651,CUST00010,2024-01-23 11:36:00,2363.67,Card,CASH04
INV00652,CUST01582,2024-03-01 22:31:00,3694.59,Card,CASH04
INV00653,CUST03300,2024-03-12 21:37:00,4925.4,Card,CASH02
INV00654,CUST03105,2024-04-14 11:06:00,3845.26,UPI,CASH03
INV00655,CUST03895,2024-06-18 09:04:00,5182.87,Cash,CASH04
INV00656,CUST03632,2024-04-16 21:12:00,1079.46,UPI,CASH03
INV00657,CUST03527,2024-04-11 16:07:00,505.7,Card,CASH08
INV00658,CUST02645,2024-01-28 09:13:00,11407.11,UPI,CASH04
INV00659,CUST03028,2024-03-14 21:24:00,5373.6,Card,CASH03
INV00660,CUST00023,2024-06-16 14:50:00,1861.28,UPI,CASH07
INV00661,CUST00457,2024-05-17 22:47:00,1497.45,UPI,CASH07
INV00662,CUST00647,2024-03-10 15:51:00,2928.27,Card,CASH07
INV00663,CUST00890,2024-03-08 19:42:00,5183.1,Card,CASH06
INV00664,CUST01217,2024-06-06 15:37:00,152.63,Card,CASH04
INV00665,CUST03070,2024-01-19 19:46:00,678.38,Cash,CASH07
INV00666,CUST02791,2024-04-02 17:05:00,1104.76,Cash,CASH07
INV00667,CUST03625,2024-03-30 13:15:00,4210.38,Cash,CASH05
INV00668,CUST03658,2024-06-27 15:20:00,1499.04,Cash,CASH06
INV00669,CUST01884,2024-01-01 12:09:00,2019.2,Cash,CASH05
INV00670,CUST01370,2024-01-04 15:03:00,4851.42,Cash,CASH01
INV00671,CUST00352,2024-03-05 10:13:00,2561.12,Cash,CASH02
INV00672,CUST03749,2024-02-18 10:06:00,4049.04,Cash,CASH03
INV00673,CUST00332,2024-05-12 16:12:00,622.29,Card,CASH06
INV00674,CUST01797,2024-03-26 12:21:00,5295.28,Card,CASH03
INV00675,CUST00127,2024-02-29 12:28:00,3748.96,Cash,CASH08
INV00676,CUST00123,2024-05-02 22:32:00,6000.96,Card,CASH07
INV00677,CUST00336,2024-02-04 16:43:00,4298.2,UPI,CASH01
INV00678,CUST01035,2024-05-28 14:15:00,4263.53,Card,CASH01
INV00679,CUST01921,2024-03-20 19:04:00,3804.72,Cash,CASH02
INV00680,CUST02083,2024-03-28 15:37:00,5476.58,UPI,CASH07
INV00681,CUST00711,2024-05-14 22:52:00,3906.14,Cash,CASH03
INV00682,CUST01023,2024-03-28 10:30:00,5582.38,Card,CASH08
INV00683,CUST03587,2024-05-15 17:44:00,3866.0,UPI,CASH01
INV00684,CUST00020,2024-01-12 20:53:00,3272.07,Card,CASH05
INV00685,CUST02278,2024-04-02 08:27:00,812.76,Cash,CASH08
INV00686,CUST00552,2024-04-27 11:12:00,8442.59,Cash,CASH02
INV00687,CUST03231,2024-05-30 09:42:00,2832.8,Cash,CASH08
INV00688,CUST01633,2024-06-06 11:57:00,4094.35,Cash,CASH01
INV00689,CUST00556,2024-03-01 17:47:00,1470.04,Card,CASH01
INV00690,CUST01988,2024-01-09 16:49:00,3764.25,UPI,CASH02
INV00691,CUST01874,2024-02-16 14:13:00,2466.41,UPI,CASH03
INV00692,CUST00831,2024-06-25 09:40:00,1645.75,Card,CASH08
INV00693,CUST01126,2024-02-01 12:38:00,2739.87,Cash,CASH08
INV00694,CUST01743,2024-01-26 18:30:00,10728.23,UPI,CASH06
INV00695,CUST03344,2024-04-09 11:04:00,2001.26,UPI,CASH08
INV00696,CUST00233,2024-06-11 19:39:00,3207.76,UPI,CASH03
INV00697,CUST01801,2024-04-25 13:21:00,5289.41,Cash,CASH08
INV00698,CUST02943,2024-05-05 20:42:00,506.68,UPI,CASH05
INV00699,CUST00989,2024-06-05 22:27:00,6663.59,Cash,CASH02
INV00700,CUST00077,2024-01-10 19:22:00,4266.12,Cash,CASH02
INV00701,CUST00958,2024-04-17 22:12:00,3095.33,Cash,CASH01
INV00702,CUST00850,2024-06-17 14:22:00,6676.07,Cash,CASH01
INV00703,CUST03043,2024-01-02 18:08:00,5339.25,Cash,CASH06
INV00704,CUST01110,2024-04-23 12:42:00,5882.64,Cash,CASH08
INV00705,CUST02511,2024-06-28 10:49:00,7838.58,UPI,CASH01
INV00706,CUST00936,2024-03-11 12:52:00,6273.57,Cash,CASH07
INV00707,CUST02323,2024-02-10 09:16:00,12050.98,Cash,CASH01
INV00708,CUST03742,2024-05-22 11:05:00,9557.95,Cash,CASH01
INV00709,CUST03578,2024-05-30 18:39:00,1934.84,Cash,CASH01
INV00710,CUST01291,2024-02-20 22:07:00,388.23,Cash,CASH04
INV00711,CUST03151,2024-06-25 10:56:00,1533.19,Cash,CASH06
INV00712,CUST03412,2024-03-10 20:21:00,3192.08,Cash,CASH03
INV00713,CUST03985,2024-01-11 14:11:00,1385.16,UPI,CASH04
INV00714,CUST00694,2024-02-02 20:49:00,1508.86,Card,CASH08
INV00715,CUST00174,2024-01-28 08:23:00,3828.4,Cash,CASH07
INV00716,CUST02154,2024-01-03 20:00:00,1837.72,Cash,CASH01
INV00717,CUST00602,2024-02-29 12:06:00,10975.36,Cash,CASH04
INV00718,CUST03891,2024-06-15 11:51:00,821.96,Cash,CASH05
INV00719,CUST00748,2024-05-07 21:52:00,1993.54,Cash,CASH08
INV00720,CUST03242,2024-05-11 12:25:00,2691.25,Cash,CASH01
INV00721,CUST03284,2024-03-31 21:18:00,531.27,Card,CASH03
INV00722,CUST01660,2024-06-26 20:38:00,303.04,UPI,CASH08
INV00723,CUST01235,2024-01-07 15:50:00,5819.26,UPI,CASH05
INV00724,CUST01676,2024-02-21 20:56:00,2738.9,UPI,CASH06
INV00725,CUST01248,2024-05-12 09:32:00,5824.33,Cash,CASH02
INV00726,CUST03504,2024-03-13 12:55:00,84.85,Cash,CASH06
INV00727,CUST00355,2024-05-02 13:56:00,2909.5,Card,CASH04
INV00728,CUST03587,2024-04-02 14:06:00,5446.14,Cash,CASH02
INV00729,CUST02275,2024-04-25 08:00:00,3010.07,Cash,CASH02
INV00730,CUST02958,2024-02-18 09:23:00,249.17,UPI,CASH03
INV00731,CUST00448,2024-01-04 13:47:00,6385.27,Cash,CASH05
INV00732,CUST03620,2024-04-29 08:22:00,6285.4,Card,CASH03
INV00733,CUST01849,2024-06-14 20:48:00,1424.6,Cash,CASH07
INV00734,CUST01713,2024-06-29 15:29:00,1936.92,UPI,CASH07
INV00735,CUST03731,2024-03-03 17:59:00,1202.7,UPI,CASH08
INV00736,CUST00873,2024-05-28 11:22:00,835.8,UPI,CASH02
INV00737,CUST02076,2024-03-10 15:59:00,9182.25,Cash,CASH08
INV00738,CUST02459,2024-03-20 22:42:00,3010.94,Card,CASH01
INV00739,CUST03304,2024-03-17 14:37:00,4389.28,Cash,CASH07
INV00740,CUST01259,2024-03-13 08:34:00,8046.97,Card,CASH06
INV00741,CUST00915,2024-05-04 20:37:00,4800.52,Cash,CASH08
