ItemID,InvoiceID,BatchID,QuantitySold,PriceAtSale,LineTotal
ITM001212,INV00474,BAT05220,4,492.07,1968.28
ITM001213,INV00474,BAT00019,1,1061.04,1061.04
ITM001214,INV00475,BAT02943,4,313.49,1253.96
ITM001215,INV00475,BAT01021,4,349.33,1397.32
ITM001216,INV00475,BAT00322,5,496.68,2483.4
ITM001217,INV00475,BAT02305,2,831.55,1663.1
ITM001218,INV00476,BAT00747,4,593.67,2374.68
ITM001219,INV00476,BAT03989,2,842.65,1685.3
ITM001220,INV00476,BAT02731,5,776.41,3882.05
ITM001221,INV00477,BAT04849,1,268.57,268.57
ITM001222,INV00477,BAT04386,4,832.31,3329.24
ITM001223,INV00478,BAT05161,2,53.18,106.36
ITM001224,INV00478,BAT01125,5,847.54,4237.7
ITM001225,INV00478,BAT02412,3,437.31,1311.93
ITM001226,INV00479,BAT00510,1,156.66,156.66
ITM001227,INV00480,BAT01232,5,139.15,695.75
ITM001228,INV00480,BAT02463,2,300.89,601.78
ITM001229,INV00480,BAT01984,4,190.44,761.76
ITM001230,INV00480,BAT05396,4,763.61,3054.44
ITM001231,INV00481,BAT04589,1,65.13,65.13
ITM001232,INV00481,BAT04184,5,374.65,1873.25
ITM001233,INV00481,BAT01076,1,951.67,951.67
ITM001234,INV00482,BAT00318,2,428.5,857.0
ITM001235,INV00483,BAT05190,1,518.77,518.77
ITM001236,INV00483,BAT01142,2,53.15,106.3
ITM001237,INV00483,BAT00153,4,509.14,2036.56
ITM001238,INV00483,BAT04223,4,548.12,2192.48
ITM001239,INV00484,BAT02710,2,873.39,1746.78
ITM001240,INV00485,BAT00553,1,655.79,655.79
ITM001241,INV00486,BAT03840,3,822.9,2468.7
ITM001242,INV00486,BAT04794,4,850.59,3402.36
ITM001243,INV00486,BAT00741,2,991.27,1982.54
ITM001244,INV00487,BAT00529,2,660.12,1320.24
ITM001245,INV00487,BAT05029,3,820.5,2461.5
ITM001246,INV00488,BAT03032,2,208.53,417.06
ITM001247,INV00489,BAT01846,4,812.53,3250.12
ITM001248,INV00489,BAT01246,2,338.09,676.18
ITM001249,INV00489,BAT04551,4,236.98,947.92
ITM001250,INV00490,BAT00666,4,859.63,3438.52
ITM001251,INV00490,BAT00537,5,704.65,3523.25
ITM001252,INV00490,BAT04574,2,907.0,1814.0
ITM001253,INV00491,BAT03373,3,70.95,212.85
ITM001254,INV00491,BAT03917,3,511.3,1533.9
ITM001255,INV00491,BAT01605,1,587.49,587.49
ITM001256,INV00491,BAT04459,3,967.24,2901.72
ITM001257,INV00492,BAT05179,5,928.12,4640.6
ITM001258,INV00492,BAT03850,3,331.29,993.87
ITM001259,INV00492,BAT01630,5,467.47,2337.35
ITM001260,INV00492,BAT00556,2,648.08,1296.16
ITM001261,INV00493,BAT01400,3,811.88,2435.64
ITM001262,INV00494,BAT03590,3,403.4,1210.2
ITM001263,INV00494,BAT04368,5,327.45,1637.25
ITM001264,INV00494,BAT05519,2,334.43,668.86
ITM001265,INV00495,BAT00866,4,423.51,1694.04
ITM001266,INV00495,BAT01790,1,370.76,370.76
ITM001267,INV00496,BAT04482,4,978.07,3912.28
ITM001268,INV00496,BAT01038,5,960.48,4802.4
ITM001269,INV00496,BAT02856,2,439.04,878.08
ITM001270,INV00496,BAT02336,1,133.57,133.57
ITM001271,INV00497,BAT03982,4,844.91,3379.64
ITM001272,INV00497,BAT01207,4,850.05,3400.2
ITM001273,INV00497,BAT04958,1,890.19,890.19
ITM001274,INV00497,BAT00264,3,228.1,684.3
ITM001275,INV00498,BAT04495,4,618.35,2473.4
ITM001276,INV00498,BAT05855,3,679.82,2039.46
ITM001277,INV00499,BAT01453,2,986.52,1973.04
ITM001278,INV00499,BAT02348,5,889.54,4447.7
ITM001279,INV00499,BAT03635,2,120.54,241.08
ITM001280,INV00500,BAT04725,1,402.11,402.11
ITM001281,INV00500,BAT01929,5,976.77,4883.85
ITM001282,INV00500,BAT04215,3,278.2,834.6
ITM001283,INV00500,BAT02079,2,351.81,703.62
ITM001284,INV00501,BAT05154,4,369.45,1477.8
ITM001285,INV00501,BAT05142,2,948.97,1897.94
ITM001286,INV00502,BAT04859,5,583.43,2917.15
ITM001287,INV00503,BAT05696,4,547.17,2188.68
ITM001288,INV00503,BAT02782,5,127.82,639.1
ITM001289,INV00504,BAT02531,5,570.07,2850.35
ITM001290,INV00504,BAT00708,2,259.17,518.34
ITM001291,INV00504,BAT02270,4,526.95,2107.8
ITM001292,INV00505,BAT01763,3,140.18,420.54
ITM001293,INV00506,BAT00582,2,77.51,155.02
ITM001294,INV00506,BAT02924,3,939.57,2818.71
ITM001295,INV00506,BAT02332,4,603.82,2415.28
ITM001296,INV00507,BAT00191,4,128.5,514.0
ITM001297,INV00508,BAT05822,1,956.47,956.47
ITM001298,INV00509,BAT04982,1,917.37,917.37
ITM001299,INV00509,BAT03381,4,44.76,179.04
ITM001300,INV00509,BAT04889,1,160.65,160.65
ITM001301,INV00509,BAT01604,5,612.66,3063.3
ITM001302,INV00510,BAT00604,4,657.15,2628.6
ITM001303,INV00510,BAT02362,4,673.06,2692.24
ITM001304,INV00510,BAT03133,3,462.75,1388.25
ITM001305,INV00510,BAT04427,3,154.48,463.44
ITM001306,INV00511,BAT02871,1,214.03,214.03
ITM001307,INV00512,BAT02815,1,818.44,818.44
ITM001308,INV00513,BAT02102,4,919.31,3677.24
ITM001309,INV00514,BAT00669,5,604.21,3021.05
ITM001310,INV00514,BAT02542,3,80.44,241.32
ITM001311,INV00515,BAT04853,4,426.88,1707.52
ITM001312,INV00515,BAT03639,4,812.15,3248.6
ITM001313,INV00515,BAT02254,3,361.63,1084.89
ITM001314,INV00515,BAT05869,5,1042.93,5214.65
ITM001315,INV00516,BAT01305,3,288.4,865.2
ITM001316,INV00516,BAT03387,2,477.99,955.98
ITM001317,INV00516,BAT01666,5,924.5,4622.5
ITM001318,INV00516,BAT04246,2,912.66,1825.32
ITM001319,INV00517,BAT03149,5,419.59,2097.95
ITM001320,INV00517,BAT01140,1,240.96,240.96
ITM001321,INV00518,BAT03456,1,628.32,628.32
ITM001322,INV00518,BAT01988,4,766.02,3064.08
ITM001323,INV00519,BAT01250,2,538.6,1077.2
ITM001324,INV00519,BAT04010,3,967.38,2902.14
ITM001325,INV00519,BAT02799,4,859.28,3437.12
ITM001326,INV00520,BAT03244,5,609.79,3048.95
ITM001327,INV00521,BAT03666,2,839.43,1678.86
ITM001328,INV00521,BAT03120,1,759.41,759.41
ITM001329,INV00521,BAT05024,3,541.54,1624.62
ITM001330,INV00521,BAT04741,5,269.73,1348.65
ITM001331,INV00522,BAT05325,2,648.49,1296.98
ITM001332,INV00522,BAT05822,5,956.47,4782.35
ITM001333,INV00522,BAT04303,1,328.61,328.61
ITM001334,INV00523,BAT03411,2,552.47,1104.94
ITM001335,INV00523,BAT01911,4,700.26,2801.04
ITM001336,INV00523,BAT02717,1,680.08,680.08
ITM001337,INV00523,BAT05993,1,670.41,670.41
ITM001338,INV00524,BAT03386,5,339.74,1698.7
ITM001339,INV00524,BAT00134,2,776.22,1552.44
ITM001340,INV00524,BAT01767,4,623.97,2495.88
ITM001341,INV00524,BAT01795,4,879.14,3516.56
ITM001342,INV00525,BAT01272,5,603.08,3015.4
ITM001343,INV00525,BAT05760,4,306.68,1226.72
ITM001344,INV00526,BAT02385,4,733.73,2934.92
ITM001345,INV00526,BAT04997,4,98.81,395.24
ITM001346,INV00526,BAT05592,3,323.26,969.78
ITM001347,INV00527,BAT03448,4,466.21,1864.84
ITM001348,INV00527,BAT05006,3,367.69,1103.07
ITM001349,INV00527,BAT04140,5,557.14,2785.7
ITM001350,INV00527,BAT05953,5,797.5,3987.5
ITM001351,INV00528,BAT01774,4,226.31,905.24
ITM001352,INV00529,BAT04286,1,476.9,476.9
ITM001353,INV00529,BAT04894,5,188.85,944.25
ITM001354,INV00529,BAT01624,4,388.86,1555.44
ITM001355,INV00529,BAT05469,2,461.75,923.5
ITM001356,INV00530,BAT01501,5,939.48,4697.4
ITM001357,INV00530,BAT01112,2,898.05,1796.1
ITM001358,INV00530,BAT05328,5,374.65,1873.25
ITM001359,INV00530,BAT01479,1,354.57,354.57
ITM001360,INV00531,BAT04751,3,576.52,1729.56
ITM001361,INV00531,BAT02652,1,379.31,379.31
ITM001362,INV00532,BAT01883,2,647.24,1294.48
ITM001363,INV00532,BAT04093,5,390.72,1953.6
ITM001364,INV00533,BAT02163,2,392.17,784.34
ITM001365,INV00533,BAT03673,4,655.67,2622.68
ITM001366,INV00533,BAT05241,1,78.57,78.57
ITM001367,INV00534,BAT02736,4,985.18,3940.72
ITM001368,INV00534,BAT00655,1,834.62,834.62
ITM001369,INV00534,BAT05170,3,854.69,2564.07
ITM001370,INV00534,BAT01319,5,635.37,3176.85
ITM001371,INV00535,BAT03790,3,272.67,818.01
ITM001372,INV00535,BAT01874,3,917.03,2751.09
ITM001373,INV00536,BAT03280,2,665.28,1330.56
ITM001374,INV00536,BAT02733,3,721.62,2164.86
ITM001375,INV00536,BAT03115,2,854.23,1708.46
ITM001376,INV00536,BAT03940,4,704.95,2819.8
ITM001377,INV00537,BAT01282,5,219.92,1099.6
ITM001378,INV00538,BAT03023,1,869.56,869.56
ITM001379,INV00538,BAT00708,1,259.17,259.17
ITM001380,INV00539,BAT03023,3,869.56,2608.68
ITM001381,INV00539,BAT04169,1,236.33,236.33
ITM001382,INV00539,BAT05208,5,207.76,1038.8
ITM001383,INV00540,BAT03821,5,1057.84,5289.2
ITM001384,INV00541,BAT03379,1,867.33,867.33
ITM001385,INV00541,BAT02511,4,974.49,3897.96
ITM001386,INV00541,BAT03818,1,210.62,210.62
ITM001387,INV00541,BAT05850,5,789.11,3945.55
ITM001388,INV00542,BAT04446,2,154.92,309.84
ITM001389,INV00543,BAT05998,4,724.23,2896.92
ITM001390,INV00543,BAT05315,5,552.97,2764.85
ITM001391,INV00543,BAT00889,3,400.49,1201.47
ITM001392,INV00543,BAT03510,5,702.25,3511.25
ITM001393,INV00544,BAT02681,5,696.46,3482.3
ITM001394,INV00544,BAT03095,4,15.32,61.28
ITM001395,INV00544,BAT02132,1,883.02,883.02
ITM001396,INV00544,BAT02261,1,362.68,362.68
ITM001397,INV00545,BAT04258,1,589.21,589.21
ITM001398,INV00546,BAT00782,1,740.29,740.29
ITM001399,INV00546,BAT01149,2,801.64,1603.28
ITM001400,INV00547,BAT02393,3,970.73,2912.19
ITM001401,INV00547,BAT03874,3,468.48,1405.44
ITM001402,INV00547,BAT03631,3,262.42,787.26
ITM001403,INV00548,BAT03626,1,270.66,270.66
ITM001404,INV00548,BAT03253,4,38.67,154.68
ITM001405,INV00549,BAT05757,1,240.81,240.81
ITM001406,INV00549,BAT01580,2,899.8,1799.6
ITM001407,INV00549,BAT05152,2,937.88,1875.76
ITM001408,INV00550,BAT05836,1,309.31,309.31
ITM001409,INV00550,BAT03165,3,444.93,1334.79
ITM001410,INV00550,BAT02766,1,860.88,860.88
ITM001411,INV00551,BAT01138,3,85.14,255.42
ITM001412,INV00551,BAT05081,3,136.17,408.51
ITM001413,INV00551,BAT05606,2,791.09,1582.18
ITM001414,INV00551,BAT02439,5,815.47,4077.35
ITM001415,INV00552,BAT00933,5,810.53,4052.65
ITM001416,INV00552,BAT03078,3,97.55,292.65
ITM001417,INV00552,BAT03338,3,139.6,418.8
ITM001418,INV00553,BAT05353,5,736.09,3680.45
ITM001419,INV00553,BAT00791,1,654.44,654.44
ITM001420,INV00553,BAT01048,2,346.19,692.38
ITM001421,INV00554,BAT04859,1,583.43,583.43
ITM001422,INV00554,BAT03884,3,450.23,1350.69
ITM001423,INV00554,BAT05776,1,24.26,24.26
ITM001424,INV00555,BAT04219,1,770.37,770.37
ITM001425,INV00555,BAT01012,1,347.16,347.16
ITM001426,INV00555,BAT05642,2,458.99,917.98
ITM001427,INV00555,BAT01758,1,375.88,375.88
ITM001428,INV00556,BAT05137,3,831.02,2493.06
ITM001429,INV00556,BAT05286,2,846.69,1693.38
ITM001430,INV00557,BAT04011,1,723.41,723.41
ITM001431,INV00558,BAT03542,4,293.32,1173.28
ITM001432,INV00559,BAT01181,4,51.58,206.32
ITM001433,INV00559,BAT01666,5,924.5,4622.5
ITM001434,INV00560,BAT02314,4,1080.62,4322.48
ITM001435,INV00561,BAT05958,2,1003.36,2006.72
ITM001436,INV00561,BAT00431,5,981.01,4905.05
ITM001437,INV00561,BAT00880,1,448.15,448.15
ITM001438,INV00561,BAT00590,4,733.98,2935.92
ITM001439,INV00562,BAT01437,3,359.07,1077.21
ITM001440,INV00563,BAT00376,2,907.12,1814.24
ITM001441,INV00564,BAT02594,4,711.31,2845.24
ITM001442,INV00564,BAT02716,2,877.7,1755.4
ITM001443,INV00565,BAT00254,2,715.08,1430.16
ITM001444,INV00565,BAT04293,4,587.8,2351.2
ITM001445,INV00566,BAT02546,3,506.25,1518.75
ITM001446,INV00566,BAT02645,3,224.78,674.34
ITM001447,INV00566,BAT05947,4,504.14,2016.56
ITM001448,INV00567,BAT01217,1,112.61,112.61
ITM001449,INV00568,BAT00638,5,67.04,335.2
ITM001450,INV00568,BAT02874,4,173.32,693.28
ITM001451,INV00568,BAT03048,3,457.7,1373.1
ITM001452,INV00569,BAT04749,1,253.66,253.66
ITM001453,INV00569,BAT02787,4,287.58,1150.32
ITM001454,INV00569,BAT02657,2,554.74,1109.48
ITM001455,INV00569,BAT03430,4,961.43,3845.72
ITM001456,INV00570,BAT01227,3,336.1,1008.3
ITM001457,INV00570,BAT04746,3,489.25,1467.75
ITM001458,INV00571,BAT02162,3,287.26,861.78
ITM001459,INV00571,BAT00056,2,835.05,1670.1
ITM001460,INV00571,BAT00476,5,709.84,3549.2
ITM001461,INV00572,BAT05476,3,970.3,2910.9
ITM001462,INV00572,BAT05226,1,84.22,84.22
ITM001463,INV00572,BAT02435,4,61.22,244.88
ITM001464,INV00572,BAT04801,4,591.09,2364.36
ITM001465,INV00573,BAT04767,4,593.23,2372.92
ITM001466,INV00573,BAT05960,3,654.56,1963.68
ITM001467,INV00573,BAT02770,2,513.32,1026.64
ITM001468,INV00573,BAT05324,4,141.83,567.32
ITM001469,INV00574,BAT01432,1,474.7,474.7
ITM001470,INV00574,BAT04000,1,827.29,827.29
ITM001471,INV00574,BAT01524,1,735.86,735.86
ITM001472,INV00575,BAT02728,4,647.61,2590.44
ITM001473,INV00575,BAT01442,3,905.33,2715.99
ITM001474,INV00575,BAT04867,3,610.6,1831.8
ITM001475,INV00575,BAT05632,2,772.69,1545.38
ITM001476,INV00576,BAT04269,5,889.59,4447.95
ITM001477,INV00576,BAT02233,4,489.92,1959.68
ITM001478,INV00577,BAT04224,3,148.96,446.88
ITM001479,INV00577,BAT01789,3,951.96,2855.88
ITM001480,INV00577,BAT01780,3,764.38,2293.14
ITM001481,INV00578,BAT01212,4,920.57,3682.28
ITM001482,INV00578,BAT04451,2,410.84,821.68
ITM001483,INV00578,BAT05128,1,880.44,880.44
ITM001484,INV00578,BAT00814,3,821.23,2463.69
ITM001485,INV00579,BAT04503,1,357.38,357.38
ITM001486,INV00580,BAT03513,2,648.78,1297.56
ITM001487,INV00580,BAT01779,3,990.15,2970.45
ITM001488,INV00580,BAT05002,3,592.23,1776.69
ITM001489,INV00580,BAT04911,2,355.48,710.96
ITM001490,INV00581,BAT02130,3,253.28,759.84
ITM001491,INV00582,BAT01365,1,815.76,815.76
ITM001492,INV00582,BAT04631,1,145.65,145.65
ITM001493,INV00582,BAT04041,2,27.12,54.24
ITM001494,INV00583,BAT01212,4,920.57,3682.28
ITM001495,INV00583,BAT03342,5,75.44,377.2
ITM001496,INV00583,BAT02804,5,921.77,4608.85
ITM001497,INV00583,BAT04704,1,531.38,531.38
ITM001498,INV00584,BAT01001,1,643.82,643.82
ITM001499,INV00584,BAT05933,1,143.49,143.49
ITM001500,INV00585,BAT00440,5,44.59,222.95
ITM001501,INV00585,BAT04859,3,583.43,1750.29
ITM001502,INV00586,BAT04228,5,310.83,1554.15
ITM001503,INV00586,BAT02792,5,423.22,2116.1
ITM001504,INV00586,BAT03096,5,358.63,1793.15
ITM001505,INV00587,BAT01905,1,981.61,981.61
ITM001506,INV00587,BAT02172,2,595.54,1191.08
ITM001507,INV00588,BAT05007,5,589.95,2949.75
ITM001508,INV00589,BAT01207,1,850.05,850.05
ITM001509,INV00589,BAT04739,4,890.17,3560.68
ITM001510,INV00590,BAT03364,5,121.15,605.75
ITM001511,INV00590,BAT03550,2,832.03,1664.06
ITM001512,INV00590,BAT03648,1,697.31,697.31
ITM001513,INV00590,BAT00258,1,443.77,443.77
ITM001514,INV00591,BAT00680,5,643.55,3217.75
ITM001515,INV00591,BAT02429,5,482.42,2412.1
ITM001516,INV00592,BAT01534,3,635.37,1906.11
ITM001517,INV00593,BAT00541,4,411.64,1646.56
ITM001518,INV00593,BAT00069,5,1052.22,5261.1
ITM001519,INV00593,BAT03094,2,893.33,1786.66
ITM001520,INV00593,BAT05685,3,381.07,1143.21
ITM001521,INV00594,BAT00267,4,88.85,355.4
ITM001522,INV00594,BAT00270,5,680.99,3404.95
ITM001523,INV00594,BAT00206,1,871.36,871.36
ITM001524,INV00594,BAT03409,3,102.5,307.5
ITM001525,INV00595,BAT00538,1,988.23,988.23
ITM001526,INV00595,BAT03937,4,741.66,2966.64
ITM001527,INV00595,BAT03580,1,133.52,133.52
ITM001528,INV00595,BAT05641,4,306.53,1226.12
ITM001529,INV00596,BAT02679,5,575.18,2875.9
ITM001530,INV00596,BAT01100,1,498.47,498.47
ITM001531,INV00596,BAT01015,1,173.07,173.07
ITM001532,INV00596,BAT04863,3,933.65,2800.95
ITM001533,INV00597,BAT05983,4,438.43,1753.72
ITM001534,INV00597,BAT04550,3,537.55,1612.65
ITM001535,INV00597,BAT05843,2,851.65,1703.3
ITM001536,INV00597,BAT05008,3,208.64,625.92
ITM001537,INV00598,BAT04853,2,426.88,853.76
ITM001538,INV00598,BAT03924,4,868.33,3473.32
ITM001539,INV00599,BAT03181,4,289.62,1158.48
ITM001540,INV00600,BAT05677,3,393.06,1179.18
ITM001541,INV00600,BAT04936,3,297.48,892.44
ITM001542,INV00601,BAT02777,3,246.26,738.78
ITM001543,INV00601,BAT01845,2,88.16,176.32
ITM001544,INV00601,BAT01497,5,421.98,2109.9
ITM001545,INV00601,BAT03711,2,273.99,547.98
ITM001546,INV00602,BAT03991,2,686.34,1372.68
ITM001547,INV00602,BAT04283,1,485.64,485.64
ITM001548,INV00603,BAT04536,1,973.91,973.91
ITM001549,INV00603,BAT00052,3,616.6,1849.8
ITM001550,INV00603,BAT02051,4,430.96,1723.84
ITM001551,INV00604,BAT05357,4,604.91,2419.64
ITM001552,INV00604,BAT03055,1,251.42,251.42
ITM001553,INV00604,BAT03203,1,661.38,661.38
ITM001554,INV00604,BAT03260,5,59.66,298.3
ITM001555,INV00605,BAT05106,5,719.1,3595.5
ITM001556,INV00606,BAT03390,2,626.82,1253.64
ITM001557,INV00607,BAT02611,1,975.77,975.77
ITM001558,INV00608,BAT00407,3,540.27,1620.81
ITM001559,INV00608,BAT05445,4,812.76,3251.04
ITM001560,INV00608,BAT00938,1,217.86,217.86
ITM001561,INV00609,BAT04857,3,415.93,1247.79
ITM001562,INV00610,BAT04154,4,195.8,783.2
ITM001563,INV00611,BAT04849,1,268.57,268.57
ITM001564,INV00612,BAT03034,4,250.98,1003.92
ITM001565,INV00612,BAT02479,1,905.39,905.39
ITM001566,INV00613,BAT00050,1,386.73,386.73
ITM001567,INV00613,BAT00123,4,505.85,2023.4
ITM001568,INV00614,BAT01796,4,880.35,3521.4
ITM001569,INV00614,BAT01014,1,509.31,509.31
ITM001570,INV00614,BAT00663,1,183.02,183.02
ITM001571,INV00614,BAT02305,2,831.55,1663.1
ITM001572,INV00615,BAT00276,1,90.89,90.89
ITM001573,INV00615,BAT02850,5,142.19,710.95
ITM001574,INV00615,BAT04086,4,981.15,3924.6
ITM001575,INV00616,BAT01966,4,822.94,3291.76
ITM001576,INV00616,BAT00721,2,804.01,1608.02
ITM001577,INV00616,BAT00661,3,832.22,2496.66
ITM001578,INV00616,BAT00014,4,335.84,1343.36
ITM001579,INV00617,BAT05877,3,692.58,2077.74
ITM001580,INV00617,BAT01605,1,587.49,587.49
ITM001581,INV00618,BAT04552,4,25.97,103.88
ITM001582,INV00618,BAT04476,5,207.18,1035.9
ITM001583,INV00619,BAT05505,1,58.53,58.53
ITM001584,INV00619,BAT03444,1,467.15,467.15
ITM001585,INV00619,BAT03935,3,281.06,843.18
ITM001586,INV00619,BAT05731,5,193.37,966.85
ITM001587,INV00620,BAT01570,1,876.26,876.26
ITM001588,INV00620,BAT02759,3,21.4,64.2
ITM001589,INV00620,BAT00008,4,925.89,3703.56
ITM001590,INV00620,BAT05684,5,983.5,4917.5
ITM001591,INV00621,BAT05463,1,38.43,38.43
ITM001592,INV00621,BAT02902,1,286.1,286.1
ITM001593,INV00621,BAT04352,3,769.27,2307.81
ITM001594,INV00621,BAT01511,5,970.11,4850.55
ITM001595,INV00622,BAT01644,5,327.05,1635.25
ITM001596,INV00622,BAT03466,2,308.54,617.08
ITM001597,INV00622,BAT01838,5,1016.65,5083.25
ITM001598,INV00623,BAT05522,3,78.34,235.02
ITM001599,INV00624,BAT05604,2,622.6,1245.2
ITM001600,INV00625,BAT03348,2,132.63,265.26
ITM001601,INV00625,BAT01713,5,745.34,3726.7
ITM001602,INV00625,BAT00806,4,290.73,1162.92
ITM001603,INV00626,BAT01181,5,51.58,257.9
ITM001604,INV00626,BAT02851,2,92.75,185.5
ITM001605,INV00627,BAT02084,4,615.88,2463.52
ITM001606,INV00627,BAT02536,1,731.41,731.41
ITM001607,INV00627,BAT01816,2,1044.63,2089.26
ITM001608,INV00628,BAT01757,5,173.19,865.95
ITM001609,INV00628,BAT03120,4,759.41,3037.64
ITM001610,INV00628,BAT03131,4,144.15,576.6
ITM001611,INV00629,BAT01420,1,751.37,751.37
ITM001612,INV00629,BAT01364,2,174.77,349.54
ITM001613,INV00629,BAT00028,3,505.07,1515.21
ITM001614,INV00629,BAT01358,4,282.44,1129.76
ITM001615,INV00630,BAT04513,5,538.87,2694.35
ITM001616,INV00630,BAT00827,2,286.27,572.54
ITM001617,INV00630,BAT04500,1,941.74,941.74
ITM001618,INV00631,BAT01409,4,373.29,1493.16
ITM001619,INV00632,BAT02713,5,764.11,3820.55
ITM001620,INV00632,BAT05656,4,823.92,3295.68
ITM001621,INV00632,BAT03875,1,628.69,628.69
ITM001622,INV00632,BAT01009,4,922.47,3689.88
ITM001623,INV00633,BAT01266,3,518.49,1555.47
ITM001624,INV00633,BAT01252,3,239.6,718.8
ITM001625,INV00633,BAT05927,1,697.15,697.15
ITM001626,INV00634,BAT02178,3,989.23,2967.69
ITM001627,INV00635,BAT04052,1,1033.82,1033.82
ITM001628,INV00635,BAT04070,4,248.21,992.84
ITM001629,INV00635,BAT01343,4,1046.72,4186.88
ITM001630,INV00636,BAT00980,1,286.45,286.45
ITM001631,INV00636,BAT03317,2,706.99,1413.98
ITM001632,INV00637,BAT05293,4,413.16,1652.64
ITM001633,INV00637,BAT02220,1,817.94,817.94
ITM001634,INV00637,BAT03809,3,1009.56,3028.68
ITM001635,INV00638,BAT05107,5,270.03,1350.15
ITM001636,INV00639,BAT03070,1,956.13,956.13
ITM001637,INV00639,BAT04684,4,684.92,2739.68
ITM001638,INV00639,BAT00514,4,884.89,3539.56
ITM001639,INV00640,BAT00674,3,382.42,1147.26
ITM001640,INV00640,BAT02178,1,989.23,989.23
ITM001641,INV00640,BAT02110,4,211.64,846.56
ITM001642,INV00641,BAT00764,4,45.48,181.92
ITM001643,INV00641,BAT04317,5,633.49,3167.45
ITM001644,INV00642,BAT02745,1,333.11,333.11
ITM001645,INV00642,BAT05071,1,488.34,488.34
ITM001646,INV00643,BAT05347,1,446.6,446.6
ITM001647,INV00643,BAT01418,5,377.46,1887.3
ITM001648,INV00644,BAT04631,2,145.65,291.3
ITM001649,INV00644,BAT05637,2,29.52,59.04
ITM001650,INV00644,BAT02834,4,128.79,515.16
ITM001651,INV00645,BAT04579,4,49.01,196.04
ITM001652,INV00645,BAT00525,2,266.86,533.72
ITM001653,INV00645,BAT01765,1,762.62,762.62
ITM001654,INV00645,BAT01435,5,455.07,2275.35
ITM001655,INV00646,BAT05748,5,1035.38,5176.9
ITM001656,INV00646,BAT05845,2,847.7,1695.4
ITM001657,INV00646,BAT04585,4,928.88,3715.52
ITM001658,INV00646,BAT05221,2,969.97,1939.94
ITM001659,INV00647,BAT02828,5,677.0,3385.0
ITM001660,INV00647,BAT04418,3,685.88,2057.64
ITM001661,INV00647,BAT03872,4,661.6,2646.4
ITM001662,INV00648,BAT05888,3,160.59,481.77
ITM001663,INV00649,BAT01561,2,231.97,463.94
ITM001664,INV00649,BAT00989,2,923.43,1846.86
ITM001665,INV00649,BAT03238,3,898.6,2695.8
ITM001666,INV00650,BAT01441,4,832.56,3330.24
ITM001667,INV00651,BAT05763,3,787.89,2363.67
ITM001668,INV00652,BAT02052,5,14.82,74.1
ITM001669,INV00652,BAT04545,5,681.38,3406.9
ITM001670,INV00652,BAT04738,1,213.59,213.59
ITM001671,INV00653,BAT01596,1,571.28,571.28
ITM001672,INV00653,BAT02429,5,482.42,2412.1
ITM001673,INV00653,BAT02017,2,971.01,1942.02
ITM001674,INV00654,BAT00788,3,749.41,2248.23
ITM001675,INV00654,BAT05050,2,557.65,1115.3
ITM001676,INV00654,BAT03163,1,481.73,481.73
ITM001677,INV00655,BAT01568,2,937.72,1875.44
ITM001678,INV00655,BAT04081,3,398.69,1196.07
ITM001679,INV00655,BAT02768,4,527.84,2111.36
ITM001680,INV00656,BAT04991,5,112.98,564.9
ITM001681,INV00656,BAT03689,3,171.52,514.56
ITM001682,INV00657,BAT02502,2,252.85,505.7
ITM001683,INV00658,BAT01123,5,1070.51,5352.55
ITM001684,INV00658,BAT01457,3,442.55,1327.65
ITM001685,INV00658,BAT04282,3,586.92,1760.76
ITM001686,INV00658,BAT04767,5,593.23,2966.15
ITM001687,INV00659,BAT04556,5,945.69,4728.45
ITM001688,INV00659,BAT04790,5,129.03,645.15
ITM001689,INV00660,BAT05736,4,465.32,1861.28
ITM001690,INV00661,BAT00751,5,299.49,1497.45
ITM001691,INV00662,BAT04732,4,264.09,1056.36
ITM001692,INV00662,BAT01767,3,623.97,1871.91
ITM001693,INV00663,BAT00786,5,1036.62,5183.1
ITM001694,INV00664,BAT01782,1,152.63,152.63
ITM001695,INV00665,BAT04505,2,339.19,678.38
ITM001696,INV00666,BAT00740,2,552.38,1104.76
ITM001697,INV00667,BAT03812,2,888.92,1777.84
ITM001698,INV00667,BAT02218,2,927.19,1854.38
ITM001699,INV00667,BAT00570,2,133.65,267.3
ITM001700,INV00667,BAT05209,1,310.86,310.86
ITM001701,INV00668,BAT02962,2,675.02,1350.04
ITM001702,INV00668,BAT02614,4,37.25,149.0
ITM001703,INV00669,BAT01109,2,1009.6,2019.2
ITM001704,INV00670,BAT02025,5,648.75,3243.75
ITM001705,INV00670,BAT05781,5,241.08,1205.4
ITM001706,INV00670,BAT04880,3,134.09,402.27
ITM001707,INV00671,BAT05083,4,640.28,2561.12
ITM001708,INV00672,BAT04259,2,704.37,1408.74
ITM001709,INV00672,BAT01714,5,528.06,2640.3
ITM001710,INV00673,BAT04995,1,622.29,622.29
ITM001711,INV00674,BAT05800,1,915.79,915.79
ITM001712,INV00674,BAT01684,5,796.17,3980.85
ITM001713,INV00674,BAT02503,1,398.64,398.64
ITM001714,INV00675,BAT05521,4,773.84,3095.36
ITM001715,INV00675,BAT03381,3,44.76,134.28
ITM001716,INV00675,BAT00141,1,406.71,406.71
