BatchID,MedicineID,SupplierName,StockQuantity,WholesalePrice,RetailPrice,ManufactureDate,ExpiryDate
BAT01582,MED0924,Apex Medicals,356,112.46,148.51,2023-04-11,2025-06-08
BAT01583,MED5559,Apostle Remedies,432,787.27,1015.91,2023-01-05,2025-02-21
BAT01584,MED1578,Macleods Pharmaceuticals Ltd,386,423.3,588.25,2023-03-09,2024-08-14
BAT01585,MED3649,Nuvox Healthcare Pvt Ltd,485,522.89,724.36,2023-06-18,2025-11-13
BAT01586,MED4186,Global Pharma Supply,116,778.45,960.4,2023-04-28,2026-01-29
BAT01587,MED3089,West Coast Pharmaceuticals Pvt Ltd,447,729.45,909.55,2023-11-07,2026-06-25
BAT01588,MED0165,Global Pharma Supply,189,307.52,398.93,2023-04-16,2024-07-25
BAT01589,MED2561,Iifa Healthcare,126,655.38,868.35,2023-10-22,2025-10-21
BAT01590,MED0118,Cnx Health Care Pvt Ltd,451,674.04,893.92,2023-01-15,2024-10-02
BAT01591,MED5801,Eskon Pharma,249,570.78,752.74,2023-06-10,2025-08-31
BAT01592,MED4261,Mebio Labs Pvt Ltd,251,784.48,1094.37,2023-05-14,2025-06-10
BAT01593,MED3380,MedLife Distributors,359,317.39,376.01,2023-03-12,2024-09-04
BAT01594,MED1421,Ipca Laboratories Ltd,219,203.7,256.41,2023-03-29,2025-01-05
BAT01595,MED5245,MedLife Distributors,30,268.48,311.6,2023-04-08,2024-10-31
BAT01596,MED1706,MedLife Distributors,52,661.89,797.52,2023-12-04,2025-09-11
BAT01597,MED3256,MedLife Distributors,428,85.69,103.86,2023-06-16,2026-01-25
BAT01598,MED2586,MedLife Distributors,403,158.37,205.96,2023-11-13,2026-02-14
BAT01599,MED3779,Atlina Life Sciences Pvt Ltd,352,335.81,442.36,2023-03-21,2024-09-21
BAT01600,MED3750,Delvin Formulations (P) Ltd,476,643.22,755.74,2023-12-23,2026-10-14
BAT01601,MED4497,Tycoon Pharmaceuticals Pvt Ltd,55,684.11,941.32,2023-04-25,2025-04-03
BAT01602,MED2887,Lupin Ltd,457,92.95,129.12,2023-02-28,2025-08-03
BAT01603,MED5796,Sun Pharmaceutical Industries Ltd,214,262.84,306.88,2023-08-01,2025-12-25
BAT01604,MED2927,Novo Medi Sciences Pvt Ltd,378,13.38,17.56,2023-09-29,2025-04-26
BAT01605,MED5101,Global Pharma Supply,200,62.49,79.66,2023-03-27,2024-10-04
BAT01606,MED4623,Apex Medicals,165,676.71,881.07,2023-11-03,2025-10-17
BAT01607,MED3990,Global Pharma Supply,109,427.7,541.96,2023-04-26,2026-01-30
BAT01608,MED3916,Roseate Medicare,307,306.31,386.26,2023-09-19,2024-10-05
BAT01609,MED1455,MedLife Distributors,498,112.34,134.36,2023-02-20,2024-05-15
BAT01610,MED5861,Global Pharma Supply,102,473.1,595.87,2023-09-06,2025-04-08
BAT01611,MED2874,Global Pharma Supply,411,121.79,167.26,2023-01-19,2024-07-25
BAT01612,MED2914,Astra Zeneca Pharma India Ltd,52,95.46,118.76,2023-08-24,2026-03-21
BAT01613,MED2713,Psychotropics India Ltd,205,560.68,771.23,2023-08-18,2024-10-26
BAT01614,MED1441,Apex Medicals,89,684.32,949.42,2023-10-18,2025-09-30
BAT01615,MED3109,Intas Pharmaceuticals Ltd,216,222.21,268.91,2023-04-13,2024-06-17
BAT01616,MED0166,Apex Medicals,160,564.39,692.15,2023-12-25,2025-04-16
BAT01617,MED1140,MedLife Distributors,368,688.05,820.84,2023-12-15,2025-11-24
BAT01618,MED4882,Indiana Opthalamics Pvt Ltd,10,451.7,569.44,2023-04-10,2025-12-13
BAT01619,MED3160,MedLife Distributors,114,377.52,517.53,2023-09-14,2026-09-07
BAT01620,MED3371,MedLife Distributors,111,677.62,863.4,2023-07-12,2025-04-21
BAT01621,MED1553,Ancalima Lifesciences Ltd,336,257.72,320.05,2023-02-13,2024-04-19
BAT01622,MED0737,Mard Laboratories Ltd,480,215.17,271.5,2023-04-11,2025-05-25
BAT01623,MED2232,MedLife Distributors,370,356.45,480.6,2023-10-01,2025-03-12
BAT01624,MED1522,Macleods Pharmaceuticals Ltd,471,477.41,637.88,2023-08-08,2025-09-26
BAT01625,MED2470,MedLife Distributors,293,759.9,985.47,2023-07-28,2025-08-25
BAT01626,MED2236,Surelife Healthcare Pvt Ltd,482,489.07,564.65,2023-05-24,2024-07-05
BAT01627,MED5085,Medley Pharmaceuticals Ltd,218,394.15,468.16,2023-05-02,2025-08-31
BAT01628,MED2965,Global Pharma Supply,484,490.53,614.17,2023-06-28,2024-11-03
BAT01629,MED4771,Global Pharma Supply,50,588.77,805.12,2023-07-05,2025-01-31
BAT01630,MED5972,MedLife Distributors,373,234.55,311.18,2023-09-18,2026-01-09
BAT01631,MED4169,Global Pharma Supply,187,495.16,665.57,2023-04-07,2025-04-09
BAT01632,MED0959,Aristo Pharmaceuticals Pvt Ltd,380,598.95,834.07,2023-11-26,2026-08-27
BAT01633,MED4680,Apex Medicals,63,211.44,293.7,2023-01-20,2024-09-04
BAT01634,MED1954,Lyrid Healthcare Pvt Ltd,413,320.4,368.94,2023-04-23,2025-04-20
BAT01635,MED4160,MedLife Distributors,171,604.42,754.77,2023-01-23,2024-05-09
BAT01636,MED4428,Mathis Pharma,471,438.99,512.87,2023-06-03,2026-04-21
BAT01637,MED1776,Icon Pharma & Surgicals Pvt Ltd,208,629.91,779.78,2023-03-26,2024-06-15
BAT01638,MED2739,Appasamy Ocular Devices Pvt Ltd,207,569.11,752.6,2023-07-11,2025-07-25
BAT01639,MED1589,Integral Lifesciences,291,477.45,606.74,2023-05-27,2025-07-12
BAT01640,MED0461,Shilpa Medicare Ltd,346,506.12,697.59,2023-05-24,2025-01-03
BAT01641,MED3585,MedLife Distributors,12,149.84,207.05,2023-07-06,2026-04-25
BAT01642,MED1834,Apex Medicals,272,609.65,838.1,2023-03-24,2024-07-17
BAT01643,MED1655,Estragen Pharma Pvt Ltd,461,59.82,70.24,2023-11-14,2025-06-02
BAT01644,MED4907,Lupin Ltd,476,768.49,964.77,2023-02-28,2025-04-26
BAT01645,MED1787,Durpha Lifesciences Inc,190,737.2,854.51,2023-09-07,2025-08-26
BAT01646,MED4095,Apex Medicals,195,361.75,463.77,2023-01-27,2025-07-28
BAT01647,MED1930,Apex Medicals,348,463.05,537.2,2023-09-01,2026-01-08
BAT01648,MED2423,MedLife Distributors,230,615.88,769.52,2023-05-15,2025-06-30
BAT01649,MED0888,Apex Medicals,161,729.54,1021.21,2023-01-18,2025-01-19
BAT01650,MED5912,Global Pharma Supply,208,86.3,105.77,2023-11-22,2026-03-28
BAT01651,MED2094,Macleods Pharmaceuticals Ltd,208,229.3,276.06,2023-04-12,2024-07-28
BAT01652,MED3123,MedLife Distributors,17,702.5,840.62,2023-10-15,2025-05-04
BAT01653,MED1104,Global Pharma Supply,482,549.99,734.45,2023-09-22,2025-06-10
BAT01654,MED1796,Ryon Pharma,498,685.9,814.91,2023-05-12,2025-03-14
BAT01655,MED0322,Global Pharma Supply,267,165.74,207.77,2023-12-02,2025-08-12
BAT01656,MED1038,MedLife Distributors,238,514.39,636.94,2023-11-11,2026-02-17
BAT01657,MED0523,Global Pharma Supply,406,602.79,836.88,2023-08-20,2025-03-19
BAT01658,MED3316,Apex Medicals,458,96.0,114.06,2023-11-09,2025-07-04
BAT01659,MED3039,Retra Life Science Pvt Ltd,133,255.04,322.53,2023-10-07,2025-03-09
BAT01660,MED1232,MedLife Distributors,246,63.62,87.39,2023-11-13,2026-02-03
BAT01661,MED3274,Apex Medicals,34,711.78,949.98,2023-03-12,2024-05-21
BAT01662,MED2862,Global Pharma Supply,385,46.43,56.33,2023-12-19,2025-04-21
BAT01663,MED0581,Apex Medicals,334,221.62,278.9,2023-12-21,2026-01-26
BAT01664,MED0623,Shantha Biotech,304,150.26,182.01,2023-09-20,2025-09-01
BAT01665,MED4019,Macleods Pharmaceuticals Ltd,411,434.36,523.83,2023-10-25,2026-07-12
BAT01666,MED3523,Research Medicine Pvt Ltd,312,681.74,949.9,2023-04-28,2025-09-05
BAT01667,MED5160,Shreya Life Sciences Pvt Ltd,423,464.37,574.2,2023-07-11,2025-04-14
BAT01668,MED2875,Sdwell Pharmaceutical,432,361.0,481.53,2023-04-13,2026-04-04
BAT01669,MED5299,Global Pharma Supply,175,535.54,705.13,2023-12-03,2025-08-24
BAT01670,MED5850,Sarian Healthcare,164,717.65,913.52,2023-08-11,2024-10-15
BAT01671,MED5448,Dales Laboratories Pvt Ltd,324,777.13,1009.55,2023-12-19,2026-09-02
BAT01672,MED4689,Vintek Pharmaceuticals,240,773.84,897.83,2023-07-16,2025-10-14
BAT01673,MED0917,Xenotix Lifescience Pharma,100,156.59,181.68,2023-10-24,2025-12-22
BAT01674,MED5190,Apex Medicals,456,280.56,361.49,2023-12-12,2026-04-05
BAT01675,MED4731,RPG Life Sciences Ltd,369,43.61,59.61,2023-07-09,2026-04-29
BAT01676,MED2689,Eris Life Sciences Ltd,452,478.94,551.25,2023-03-01,2024-11-02
BAT01677,MED0379,Global Pharma Supply,73,688.0,937.69,2023-12-30,2025-03-17
BAT01678,MED3834,Ajanta Pharma Ltd,48,508.7,643.09,2023-05-01,2025-10-07
BAT01679,MED0466,Aurolab,267,612.71,721.54,2023-08-29,2025-04-01
BAT01680,MED3223,Torrent Pharmaceuticals Ltd,147,348.98,474.06,2023-03-11,2024-11-20
BAT01681,MED0952,Spectra Therapeutics Pvt Ltd,404,316.4,408.88,2023-09-25,2025-02-28
BAT01682,MED4762,Elicad Pharmaceuticals Pvt Ltd,206,667.31,882.14,2023-01-18,2024-06-29
BAT01683,MED1771,Glenmark Pharmaceuticals Ltd,152,153.95,202.97,2023-04-14,2024-05-29
BAT01684,MED2204,Apex Medicals,149,130.28,178.06,2023-11-21,2025-03-05
BAT01685,MED1225,Global Pharma Supply,382,122.17,140.59,2023-07-20,2025-10-10
BAT01686,MED3687,Global Pharma Supply,194,700.86,914.64,2023-08-09,2025-08-17
BAT01687,MED5016,Global Pharma Supply,423,74.52,89.3,2023-05-01,2024-12-18
BAT01688,MED0714,Tricept Life Sciences Pvt Ltd,178,521.05,635.63,2023-04-07,2024-12-15
BAT01689,MED3076,Exquisite Pharma,493,257.94,328.07,2023-02-01,2025-11-07
BAT01690,MED4566,Apex Medicals,100,618.92,854.65,2023-06-27,2025-09-11
BAT01691,MED3756,Tablets India Ltd,149,115.8,146.49,2023-07-19,2025-01-05
BAT01692,MED1298,Ipca Laboratories Ltd,101,77.51,100.04,2023-06-05,2025-12-16
BAT01693,MED0310,Apex Medicals,419,508.39,646.45,2023-06-04,2024-09-05
BAT01694,MED5563,Consern Pharma Ltd,369,228.67,284.46,2023-02-09,2025-05-29
BAT01695,MED1164,MedLife Distributors,167,290.74,390.65,2023-10-26,2026-07-17
BAT01696,MED4284,Global Pharma Supply,87,56.19,69.18,2023-05-27,2024-09-10
BAT01697,MED4268,Apex Medicals,392,357.05,494.26,2023-12-28,2026-05-26
BAT01698,MED1180,Shine Pharmaceuticals Ltd,187,227.58,307.61,2023-12-08,2026-06-26
BAT01699,MED2045,Abbott India Ltd,31,634.4,811.39,2023-11-15,2025-03-19
BAT01700,MED5985,Claribel Pharmaceuticals Pvt Ltd,141,145.84,199.85,2023-10-17,2025-05-29
BAT01701,MED2928,MedLife Distributors,165,265.35,351.72,2023-08-19,2025-10-15
BAT01702,MED4969,Aurum Life Science Pvt Ltd,408,124.24,156.98,2023-02-01,2024-08-10
BAT01703,MED5863,Apex Medicals,340,13.75,18.96,2023-12-17,2026-09-03
BAT01704,MED5753,Apex Medicals,369,171.47,238.19,2023-12-05,2025-04-07
BAT01705,MED2868,MedLife Distributors,498,744.01,873.27,2023-04-26,2025-02-19
BAT01706,MED5533,Allergan Healthcare India Pvt Ltd,60,219.65,284.41,2023-12-21,2025-03-10
BAT01707,MED0267,Apex Medicals,446,294.43,402.36,2023-01-02,2025-02-16
BAT01708,MED5505,AF Pharma Ltd,153,54.24,74.98,2023-05-13,2024-07-09
BAT01709,MED0029,Apex Medicals,489,129.9,156.33,2023-09-17,2024-10-31
BAT01710,MED2887,Lupin Ltd,476,272.56,374.25,2023-06-10,2025-05-22
BAT01711,MED2014,Universal Micro Sciences,412,20.08,28.02,2023-03-18,2024-12-25
BAT01712,MED4750,Universal Twin Labs,201,580.81,759.36,2023-08-28,2026-05-14
BAT01713,MED4913,Cresha Lifesciences,468,180.93,248.22,2023-08-23,2025-03-04
BAT01714,MED3069,Wallace Pharmaceuticals Pvt Ltd,201,441.36,539.7,2023-07-12,2024-11-29
BAT01715,MED4106,MedLife Distributors,276,627.62,726.31,2023-07-21,2025-04-18
BAT01716,MED1203,Dr Moni Pharmaceuticals Pvt Ltd,72,552.14,758.32,2023-06-18,2025-07-01
BAT01717,MED4923,Dahlia Pharmaceuticals Pvt Ltd,458,315.23,407.78,2023-05-10,2026-03-01
BAT01718,MED4165,Apex Medicals,65,463.17,557.44,2023-09-06,2025-06-04
BAT01719,MED5132,Arbutus Healthcare Pvt Ltd,429,621.24,853.84,2023-08-13,2026-04-18
BAT01720,MED5306,Raptakos Brett & Co Ltd,384,134.53,184.39,2023-02-05,2025-11-13
BAT01721,MED1505,Global Pharma Supply,87,306.16,383.25,2023-12-06,2026-05-25
BAT01722,MED1755,Grapple Life Sciences Pvt Ltd,195,113.84,149.3,2023-03-12,2024-08-03
BAT01723,MED5950,Unison Pharmaceuticals Pvt Ltd,477,750.56,969.79,2023-09-16,2024-11-24
BAT01724,MED3353,Global Pharma Supply,347,340.9,394.01,2023-06-05,2026-05-20
BAT01725,MED1513,Global Pharma Supply,276,643.0,774.91,2023-03-03,2024-03-16
BAT01726,MED5251,Athraj Pharma,197,766.29,963.67,2023-02-04,2026-01-13
BAT01727,MED1085,Apex Medicals,308,266.65,320.37,2023-06-05,2025-10-28
BAT01728,MED4008,MedLife Distributors,138,727.32,1001.14,2023-01-05,2025-10-29
BAT01729,MED0413,Pfizer Ltd,21,479.06,652.48,2023-11-08,2026-04-30
BAT01730,MED4431,Apex Medicals,303,87.19,115.12,2023-10-27,2025-10-11
BAT01731,MED3851,Eris Life Sciences Ltd,218,248.5,343.24,2023-04-18,2026-03-29
BAT01732,MED3193,Global Pharma Supply,79,629.08,769.58,2023-02-18,2025-06-23
BAT01733,MED0380,Global Pharma Supply,60,529.98,658.54,2023-08-28,2025-09-19
BAT01734,MED2820,Novartis India Ltd,401,478.3,600.0,2023-11-06,2025-06-15
BAT01735,MED2537,D D Pharmaceuticals Pvt Ltd,17,37.36,46.52,2023-01-05,2024-10-23
BAT01736,MED5613,Leeford Healthcare Ltd,491,217.1,296.6,2023-11-10,2026-10-06
BAT01737,MED3696,Lifezest Pharmaceutical Pvt Ltd,134,130.09,180.85,2023-11-07,2025-10-07
BAT01738,MED0624,MedLife Distributors,98,19.14,25.8,2023-02-03,2024-10-20
BAT01739,MED5010,Aristo Pharmaceuticals Pvt Ltd,61,132.7,183.52,2023-12-29,2025-04-30
BAT01740,MED3743,Best Biotech,319,552.26,684.51,2023-03-12,2024-06-02
BAT01741,MED2747,Global Pharma Supply,385,22.6,28.3,2023-04-29,2026-01-14
BAT01742,MED0204,Centaur Pharmaceuticals Pvt Ltd,463,466.47,540.3,2023-06-23,2026-06-18
BAT01743,MED0088,Global Pharma Supply,498,179.18,208.96,2023-02-13,2025-01-12
BAT01744,MED0057,Global Pharma Supply,158,270.26,356.39,2023-01-17,2025-11-30
BAT01745,MED1428,Quora Pharmaceuticals Pvt Ltd,331,91.8,107.56,2023-02-03,2025-02-25
BAT01746,MED2893,Apex Medicals,354,50.29,67.76,2023-09-20,2025-02-20
BAT01747,MED1062,Zither Pharmaceutical Pvt Ltd,80,171.05,212.95,2023-12-01,2025-03-24
BAT01748,MED2997,Anvik Biotech,251,581.77,684.33,2023-07-31,2026-01-22
BAT01749,MED5990,MedLife Distributors,484,134.9,173.32,2023-09-23,2025-03-15
BAT01750,MED1015,MedLife Distributors,328,636.97,871.54,2023-07-24,2026-01-14
BAT01751,MED5920,Balint Pharmaceuticals,226,333.77,463.71,2023-06-03,2025-10-13
BAT01752,MED4338,MedLife Distributors,201,105.03,129.86,2023-12-15,2025-11-25
BAT01753,MED1345,Actawin Lifesciences Pvt Ltd,64,270.63,365.71,2023-07-09,2026-01-31
BAT01754,MED4382,Apex Medicals,312,590.55,750.22,2023-12-22,2025-07-01
BAT01755,MED0111,Amdis Healthsciences Pvt Ltd,115,276.22,349.42,2023-01-04,2025-09-04
BAT01756,MED5957,Lifecare Neuro Products Ltd,392,233.79,318.0,2023-11-27,2026-03-29
BAT01757,MED0712,MedLife Distributors,310,68.82,89.85,2023-03-06,2025-05-21
BAT01758,MED3336,Global Pharma Supply,319,687.95,796.89,2023-04-03,2025-06-07
BAT01759,MED5735,Sinsan Pharmaceuticals Pvt Ltd,218,209.06,277.08,2023-08-15,2025-09-17
BAT01760,MED5047,Apex Medicals,103,361.4,471.27,2023-10-16,2026-09-16
BAT01761,MED3042,MedLife Distributors,306,789.35,991.26,2023-09-14,2026-05-30
BAT01762,MED3090,Macleods Pharmaceuticals Ltd,147,276.33,369.67,2023-10-28,2026-07-05
BAT01763,MED4787,Global Pharma Supply,303,577.41,800.64,2023-12-11,2025-01-13
BAT01764,MED2856,Innovative Life Sciences Pvt Ltd,21,82.49,97.66,2023-03-19,2025-07-10
BAT01765,MED0888,Global Pharma Supply,317,439.42,564.2,2023-11-26,2026-04-19
BAT01766,MED4295,Eris Life Sciences Ltd,52,110.1,145.05,2023-02-26,2025-01-06
BAT01767,MED3885,MedLife Distributors,116,633.85,834.03,2023-11-19,2025-07-07
BAT01768,MED2222,Maxzimaa Pharmaceutical Pvt Ltd,148,438.07,573.44,2023-04-26,2024-07-27
BAT01769,MED4133,Invision Medi Sciences Pvt Ltd,270,88.73,104.54,2023-06-08,2025-12-13
BAT01770,MED1194,Spoosid Pharmaceuticals Inc,465,651.87,897.21,2023-12-10,2025-04-23
BAT01771,MED3372,Apex Medicals,458,572.2,724.43,2023-07-23,2025-11-05
BAT01772,MED5893,Drmashine Research Laboratory,76,305.01,383.12,2023-03-01,2024-12-09
BAT01773,MED1701,Apex Medicals,467,623.84,844.95,2023-02-16,2024-08-08
BAT01774,MED1607,Global Pharma Supply,249,336.43,462.81,2023-07-27,2025-12-01
BAT01775,MED3062,Universal Micro Sciences,76,774.07,952.41,2023-05-22,2025-11-02
BAT01776,MED3996,MedLife Distributors,410,596.52,725.74,2023-07-15,2026-03-22
BAT01777,MED5938,Apex Medicals,158,701.37,976.15,2023-02-24,2024-08-24
BAT01778,MED0971,Xemex Life Sciences,148,235.13,280.19,2023-05-29,2025-07-31
BAT01779,MED1277,Apex Medicals,207,288.26,340.52,2023-09-22,2025-09-11
BAT01780,MED5264,MedLife Distributors,103,523.89,641.8,2023-04-14,2025-07-31
BAT01781,MED0661,Orsil Pharmaceuticals Llp,262,346.0,470.71,2023-08-11,2026-03-16
BAT01782,MED3809,Yami Pharma,402,365.53,447.59,2023-02-14,2025-02-05
BAT01783,MED2973,MedLife Distributors,146,167.13,198.75,2023-02-17,2024-08-24
BAT01784,MED2285,Themis Medicare Ltd,64,225.58,313.5,2023-09-12,2025-12-22
BAT01785,MED3790,Global Pharma Supply,445,730.1,928.44,2023-09-20,2024-10-02
BAT01786,MED2768,Apex Laboratories Pvt Ltd,364,600.84,741.92,2023-06-09,2026-05-25
BAT01787,MED4325,Dazzle Healthcare,149,355.85,465.79,2023-12-13,2025-06-21
BAT01788,MED3212,Abbott India Ltd,385,714.96,932.67,2023-11-28,2025-05-22
BAT01789,MED4757,MedLife Distributors,76,245.92,319.06,2023-06-25,2024-10-22
BAT01790,MED1990,MedLife Distributors,122,294.5,392.77,2023-05-21,2026-01-21
BAT01791,MED4009,Abbott India Ltd,191,359.77,439.0,2023-02-08,2026-01-30
BAT01792,MED2181,Apex Medicals,186,315.58,376.44,2023-05-09,2025-12-16
BAT01793,MED0152,Global Pharma Supply,405,93.77,122.56,2023-05-10,2025-02-07
BAT01794,MED1783,Noel Pharma India Pvt Ltd,93,30.22,40.63,2023-05-13,2025-10-07
BAT01795,MED3449,Sun Pharmaceutical Industries Ltd,143,486.85,593.41,2023-12-24,2025-04-10
BAT01796,MED4608,Kentreck Laboratories Pvt Ltd,68,308.6,430.19,2023-07-19,2024-12-03
BAT01797,MED2150,Xperia Healthcare Pvt Ltd,190,70.29,86.35,2023-06-29,2025-04-06
BAT01798,MED3100,Drukst Biotech Pvt Ltd,341,629.53,847.01,2023-09-01,2025-03-04
BAT01799,MED4577,MedLife Distributors,24,729.33,846.04,2023-11-16,2025-01-29
BAT01800,MED1642,India Biotics Drugs & Chemicals,10,711.4,935.42,2023-04-01,2025-03-20
BAT01801,MED5860,Fourrts India Laboratories Pvt Ltd,149,632.47,822.54,2023-11-23,2025-12-15
BAT01802,MED1093,Primus Remedies Pvt Ltd,159,209.86,274.64,2023-04-09,2025-02-28
BAT01803,MED2697,Crescent Therapeutics Ltd,365,343.84,420.85,2023-11-07,2026-09-06
BAT01804,MED1720,Rapross Pharmaceuticals Pvt Ltd,221,171.43,233.25,2023-11-14,2026-08-27
BAT01805,MED1683,Pfizer Ltd,188,440.17,600.15,2023-02-05,2024-07-22
BAT01806,MED1295,Apex Medicals,104,125.39,158.47,2023-04-17,2025-01-27
BAT01807,MED3429,Apex Medicals,272,489.97,668.53,2023-11-09,2026-10-15
BAT01808,MED3638,Abbott India Ltd,425,375.27,435.69,2023-04-17,2025-07-29
BAT01809,MED4980,MedLife Distributors,339,230.44,265.59,2023-08-06,2026-01-18
BAT01810,MED0679,Global Pharma Supply,358,178.59,239.89,2023-04-17,2025-10-22
BAT01811,MED4422,Emcure Pharmaceuticals Ltd,93,553.39,732.57,2023-04-22,2024-05-02
BAT01812,MED2120,Dr Moni Pharmaceuticals Pvt Ltd,441,256.35,322.09,2023-07-09,2026-05-17
BAT01813,MED1267,Fizikem Life Sciences,205,141.26,164.98,2023-10-13,2026-07-01
BAT01814,MED4697,Global Pharma Supply,190,755.67,870.7,2023-03-27,2024-12-13
BAT01815,MED3299,Astra Zeneca Pharma India Ltd,454,94.88,110.69,2023-06-29,2025-09-12
BAT01816,MED0978,Silantro Pharma Pvt Ltd,298,774.49,895.72,2023-08-24,2025-08-09
BAT01817,MED3936,Syndicate Life Sciences Pvt Ltd,311,13.06,17.77,2023-06-10,2026-04-17
BAT01818,MED5990,Global Pharma Supply,45,549.61,663.68,2023-03-08,2025-07-30
BAT01819,MED1311,Pharma Tech India,198,224.48,289.52,2023-10-19,2025-06-12
BAT01820,MED3304,Psychocare Health Pvt Ltd,346,222.95,296.59,2023-06-14,2025-11-23
BAT01821,MED0875,Global Pharma Supply,58,473.22,568.16,2023-04-15,2025-02-07
BAT01822,MED3705,Lupin Ltd,494,25.11,32.08,2023-11-07,2025-11-19
BAT01823,MED0331,Zenolia Life Science Pvt Ltd,67,214.99,261.14,2023-07-29,2025-10-17
BAT01824,MED3894,MedLife Distributors,467,507.99,690.15,2023-08-18,2026-04-28
BAT01825,MED0129,Blue Cross Laboratories Pvt Ltd,297,379.33,508.21,2023-11-03,2026-09-15
BAT01826,MED2708,Ind-Swift Ltd,123,424.07,518.89,2023-12-18,2026-09-23
BAT01827,MED3606,Icon Life Sciences,182,560.99,669.35,2023-06-20,2026-02-02
BAT01828,MED0300,Global Pharma Supply,181,100.79,130.13,2023-06-27,2025-04-01
BAT01829,MED3098,MedLife Distributors,291,315.36,428.58,2023-10-22,2025-01-31
BAT01830,MED5073,Systopic Laboratories Pvt Ltd,154,255.99,302.14,2023-12-11,2026-05-05
BAT01831,MED4084,Unilex Lifesciences Pvt Ltd,318,712.78,962.33,2023-05-12,2025-02-28
BAT01832,MED3741,East India Pharmaceutical Works Ltd,242,468.98,582.62,2023-03-01,2026-01-01
BAT01833,MED5761,Ashpri Health Care,47,69.82,82.65,2023-05-16,2024-10-13
BAT01834,MED3752,Apex Medicals,295,710.39,834.08,2023-03-29,2026-01-14
BAT01835,MED3520,Nexkem Pharmaceuticals Pvt Ltd,152,90.34,113.48,2023-02-07,2024-04-17
BAT01836,MED0874,MedLife Distributors,73,397.13,483.46,2023-03-09,2024-04-12
BAT01837,MED5204,Grapple Life Sciences Pvt Ltd,193,214.4,263.13,2023-05-11,2026-04-10
BAT01838,MED1643,Global Pharma Supply,127,280.7,376.36,2023-12-20,2026-07-07
BAT01839,MED3842,Zydus Healthcare Ltd,276,34.69,47.5,2023-12-05,2026-06-08
BAT01840,MED2044,Global Pharma Supply,78,306.3,359.31,2023-10-19,2024-10-29
BAT01841,MED4638,Apex Medicals,270,91.43,108.49,2023-04-20,2024-05-23
BAT01842,MED3972,Apex Medicals,138,50.35,67.47,2023-06-10,2026-01-08
BAT01843,MED0728,Gentech Healthcare Pvt Ltd,158,579.84,790.17,2023-02-08,2024-07-03
BAT01844,MED0806,Centaur Pharmaceuticals Pvt Ltd,211,139.18,188.06,2023-08-14,2025-02-25
BAT01845,MED5151,Unimarck Pharma India Ltd,254,720.57,865.88,2023-12-20,2025-10-21
BAT01846,MED0868,Sun Pharmaceutical Industries Ltd,52,299.39,387.14,2023-08-04,2025-12-25
BAT01847,MED0901,Intas Pharmaceuticals Ltd,323,369.49,506.46,2023-02-27,2024-03-28
BAT01848,MED4848,Global Pharma Supply,170,320.93,383.82,2023-03-27,2025-02-03
BAT01849,MED5292,Unimarck Healthcare Pvt Ltd,249,487.32,611.45,2023-11-19,2026-04-13
BAT01850,MED4658,MedLife Distributors,463,610.64,852.41,2023-01-21,2025-12-06
BAT01851,MED5534,Mak Pharmaceuticals,458,44.22,51.5,2023-08-22,2026-07-20
BAT01852,MED5823,MedLife Distributors,152,727.4,922.47,2023-11-18,2024-11-24
BAT01853,MED3306,Amtox Pharma,232,324.27,451.47,2023-05-28,2025-10-03
BAT01854,MED0999,Lifestar Pharma Pvt Ltd,216,792.85,1102.66,2023-09-16,2024-11-06
BAT01855,MED5642,Wockhardt Ltd,156,668.05,847.88,2023-08-24,2026-03-28
BAT01856,MED0805,Abbott India Ltd,208,730.04,913.07,2023-11-02,2026-09-27
BAT01857,MED2369,MedLife Distributors,425,531.58,689.89,2023-03-31,2025-02-18
BAT01858,MED1135,Medbaxy Healthcare Pvt Ltd,80,443.86,535.99,2023-03-17,2025-07-13
BAT01859,MED1144,Disecure Pharma,70,343.35,468.72,2023-10-17,2026-03-30
BAT01860,MED4588,Intas Pharmaceuticals Ltd,255,114.95,139.91,2023-08-05,2025-09-17
BAT01861,MED2858,MedLife Distributors,366,579.71,777.62,2023-08-24,2025-10-25
BAT01862,MED3777,Embark Lifescience Pvt Ltd,483,90.78,117.09,2023-09-20,2025-09-23
BAT01863,MED1728,Arion Healthcare,193,33.75,44.56,2023-11-26,2025-12-05
BAT01864,MED1559,MedLife Distributors,195,686.05,951.47,2023-02-21,2024-07-31
BAT01865,MED5033,Steris Healthcare,134,533.01,624.33,2023-02-27,2024-10-27
BAT01866,MED2305,Apex Medicals,166,453.19,588.85,2023-06-07,2025-07-03
BAT01867,MED1531,Sharing Formulations Pvt Ltd,17,639.47,749.29,2023-04-28,2024-07-07
BAT01868,MED3314,Apex Medicals,278,93.08,111.12,2023-06-23,2024-08-26
BAT01869,MED2092,Cipla Ltd,259,84.02,101.45,2023-08-03,2025-05-27
BAT01870,MED0473,Zeal Biotech Pvt Td,239,102.97,137.56,2023-06-08,2025-11-24
BAT01871,MED0970,Synovion Laboratories Pvt Ltd,488,286.5,353.48,2023-06-03,2025-10-01
BAT01872,MED1026,Apex Medicals,99,22.91,30.99,2023-11-24,2025-02-12
BAT01873,MED5379,Global Pharma Supply,64,304.47,394.38,2023-10-17,2025-11-18
